pair,x,y,z,w,dwdq1,dwdq2,dwdq3
406, 0.000,0.200,0.600,0.250,-0.000,-15.000,-45.000
407, 0.000,0.200,0.600,0.050,-0.000,-2.132,-6.396
408, 0.000,0.200,0.600,0.050,-0.000,-2.132,-6.396
409, 0.000,0.200,0.600,0.005,-0.000,-0.167,-0.500
410, 0.000,0.200,0.600,0.250,-0.000,-15.000,-45.000
411, 0.000,0.200,0.600,0.050,-0.000,-2.132,-6.396
412, 0.000,0.200,0.600,0.050,-0.000,-2.132,-6.396
413, 0.000,0.200,0.600,0.005,-0.000,-0.167,-0.500
414, 0.000,0.200,0.600,0.250,-0.000,-15.000,-45.000
415, 0.000,0.200,0.600,0.250,-0.000,-15.000,-45.000
416, 0.000,0.200,0.600,0.050,-0.000,-2.132,-6.396
417, 0.000,0.200,0.600,0.250,-0.000,-15.000,-45.000
418, 0.000,0.200,0.600,0.050,-0.000,-2.132,-6.396
419, 0.000,0.200,0.600,0.050,-0.000,-2.132,-6.396
420, 0.000,0.200,0.600,0.005,-0.000,-0.167,-0.500
421, 0.000,0.200,0.600,0.000,-0.000,-0.000,-0.000
422, 0.000,0.200,0.700,0.050,-0.000,-2.132,-7.462
423, 0.000,0.200,0.700,0.250,-0.000,-15.000,-52.500
424, 0.000,0.200,0.700,0.005,-0.000,-0.167,-0.583
425, 0.000,0.200,0.700,0.050,-0.000,-2.132,-7.462
426, 0.000,0.200,0.700,0.050,-0.000,-2.132,-7.462
427, 0.000,0.200,0.700,0.005,-0.000,-0.167,-0.583
428, 0.000,0.200,0.700,0.250,-0.000,-15.000,-52.500
429, 0.000,0.200,0.700,0.050,-0.000,-2.132,-7.462
430, 0.000,0.200,0.700,0.250,-0.000,-15.000,-52.500
431, 0.000,0.200,0.700,0.050,-0.000,-2.132,-7.462
432, 0.000,0.200,0.700,0.250,-0.000,-15.000,-52.500
433, 0.000,0.200,0.700,0.005,-0.000,-0.167,-0.583
434, 0.000,0.200,0.700,0.050,-0.000,-2.132,-7.462
435, 0.000,0.200,0.700,0.250,-0.000,-15.000,-52.500
436, 0.000,0.200,0.700,0.000,-0.000,-0.000,-0.000
437, 0.000,0.200,0.700,0.050,-0.000,-2.132,-7.462
438, 0.000,0.200,0.700,0.050,-0.000,-2.132,-7.462
439, 0.000,0.200,0.700,0.005,-0.000,-0.167,-0.583
440, 0.000,0.200,0.800,0.050,-0.000,-2.132,-8.528
441, 0.000,0.200,0.800,0.005,-0.000,-0.167,-0.666
442, 0.000,0.200,0.800,0.250,-0.000,-15.000,-60.000
443, 0.000,0.200,0.800,0.050,-0.000,-2.132,-8.528
444, 0.000,0.200,0.800,0.050,-0.000,-2.132,-8.528
445, 0.000,0.200,0.800,0.005,-0.000,-0.167,-0.666
446, 0.000,0.200,0.800,0.000,-0.000,-0.000,-0.000
447, 0.000,0.200,0.800,0.250,-0.000,-15.000,-60.000
448, 0.000,0.200,0.800,0.050,-0.000,-2.132,-8.528
449, 0.000,0.200,0.800,0.050,-0.000,-2.132,-8.528
450, 0.000,0.200,0.800,0.005,-0.000,-0.167,-0.666
451, 0.000,0.200,0.800,0.250,-0.000,-15.000,-60.000
452, 0.000,0.200,0.800,0.250,-0.000,-15.000,-60.000
453, 0.000,0.200,0.800,0.050,-0.000,-2.132,-8.528
454, 0.000,0.200,0.800,0.250,-0.000,-15.000,-60.000
455, 0.000,0.200,0.800,0.050,-0.000,-2.132,-8.528
456, 0.000,0.200,0.800,0.050,-0.000,-2.132,-8.528
457, 0.000,0.200,0.800,0.005,-0.000,-0.167,-0.666
458, 0.000,0.200,0.800,0.000,-0.000,-0.000,-0.000
459, 0.000,0.200,0.900,0.050,-0.000,-2.132,-9.594
460, 0.000,0.200,0.900,0.250,-0.000,-15.000,-67.500
461, 0.000,0.200,0.900,0.005,-0.000,-0.167,-0.750
462, 0.000,0.200,0.900,0.050,-0.000,-2.132,-9.594
463, 0.000,0.200,0.900,0.050,-0.000,-2.132,-9.594
464, 0.000,0.200,0.900,0.005,-0.000,-0.167,-0.750
465, 0.000,0.200,0.900,0.000,-0.000,-0.000,-0.000
466, 0.000,0.200,0.900,0.250,-0.000,-15.000,-67.500
467, 0.000,0.200,0.900,0.050,-0.000,-2.132,-9.594
468, 0.000,0.200,0.900,0.250,-0.000,-15.000,-67.500
469, 0.000,0.200,0.900,0.050,-0.000,-2.132,-9.594
470, 0.000,0.200,0.900,0.250,-0.000,-15.000,-67.500
471, 0.000,0.200,0.900,0.005,-0.000,-0.167,-0.750
472, 0.000,0.200,0.900,0.050,-0.000,-2.132,-9.594
473, 0.000,0.200,0.900,0.250,-0.000,-15.000,-67.500
474, 0.000,0.200,0.900,0.050,-0.000,-2.132,-9.594
475, 0.000,0.200,0.900,0.050,-0.000,-2.132,-9.594
476, 0.000,0.200,0.900,0.005,-0.000,-0.167,-0.750
477, 0.000,0.200,1.000,0.050,-0.000,-2.132,-10.660
478, 0.000,0.200,1.000,0.005,-0.000,-0.167,-0.833
479, 0.000,0.200,1.000,0.250,-0.000,-15.000,-75.000
480, 0.000,0.200,1.000,0.050,-0.000,-2.132,-10.660
481, 0.000,0.200,1.000,0.000,-0.000,-0.000,-0.000
482, 0.000,0.200,1.000,0.250,-0.000,-15.000,-75.000
483, 0.000,0.200,1.000,0.050,-0.000,-2.132,-10.660
484, 0.000,0.200,1.000,0.050,-0.000,-2.132,-10.660
485, 0.000,0.200,1.000,0.005,-0.000,-0.167,-0.833
486, 0.000,0.200,1.000,0.250,-0.000,-15.000,-75.000
487, 0.000,0.200,1.000,0.250,-0.000,-15.000,-75.000
488, 0.000,0.200,1.000,0.050,-0.000,-2.132,-10.660
489, 0.000,0.300,0.000,0.250,-0.000,-22.500,-0.000
490, 0.000,0.300,0.000,0.050,-0.000,-3.198,-0.000
491, 0.000,0.300,0.000,0.250,-0.000,-22.500,-0.000
492, 0.000,0.300,0.000,0.050,-0.000,-3.198,-0.000
493, 0.000,0.300,0.000,0.005,-0.000,-0.250,-0.000
494, 0.000,0.300,0.000,0.250,-0.000,-22.500,-0.000
495, 0.000,0.300,0.000,0.050,-0.000,-3.198,-0.000
496, 0.000,0.300,0.000,0.250,-0.000,-22.500,-0.000
497, 0.000,0.300,0.000,0.050,-0.000,-3.198,-0.000
498, 0.000,0.300,0.000,0.000,-0.000,-0.000,-0.000
499, 0.000,0.300,0.000,0.050,-0.000,-3.198,-0.000
500, 0.000,0.300,0.000,0.005,-0.000,-0.250,-0.000
501, 0.000,0.300,0.100,0.050,-0.000,-3.198,-1.066
502, 0.000,0.300,0.100,0.250,-0.000,-22.500,-7.500
503, 0.000,0.300,0.100,0.250,-0.000,-22.500,-7.500
504, 0.000,0.300,0.100,0.005,-0.000,-0.250,-0.083
505, 0.000,0.300,0.100,0.050,-0.000,-3.198,-1.066
506, 0.000,0.300,0.100,0.050,-0.000,-3.198,-1.066
507, 0.000,0.300,0.100,0.250,-0.000,-22.500,-7.500
508, 0.000,0.300,0.100,0.050,-0.000,-3.198,-1.066
509, 0.000,0.300,0.100,0.250,-0.000,-22.500,-7.500
510, 0.000,0.300,0.100,0.005,-0.000,-0.250,-0.083
511, 0.000,0.300,0.100,0.050,-0.000,-3.198,-1.066
512, 0.000,0.300,0.100,0.050,-0.000,-3.198,-1.066
513, 0.000,0.300,0.100,0.250,-0.000,-22.500,-7.500
514, 0.000,0.300,0.100,0.000,-0.000,-0.000,-0.000
515, 0.000,0.300,0.100,0.005,-0.000,-0.250,-0.083
516, 0.000,0.300,0.100,0.050,-0.000,-3.198,-1.066
517, 0.000,0.300,0.100,0.050,-0.000,-3.198,-1.066
518, 0.000,0.300,0.100,0.005,-0.000,-0.250,-0.083
519, 0.000,0.300,0.200,0.050,-0.000,-3.198,-2.132
520, 0.000,0.300,0.200,0.250,-0.000,-22.500,-15.000
521, 0.000,0.300,0.200,0.005,-0.000,-0.250,-0.167
522, 0.000,0.300,0.200,0.050,-0.000,-3.198,-2.132
523, 0.000,0.300,0.200,0.250,-0.000,-22.500,-15.000
524, 0.000,0.300,0.200,0.050,-0.000,-3.198,-2.132
525, 0.000,0.300,0.200,0.250,-0.000,-22.500,-15.000
526, 0.000,0.300,0.200,0.050,-0.000,-3.198,-2.132
527, 0.000,0.300,0.200,0.005,-0.000,-0.250,-0.167
528, 0.000,0.300,0.200,0.250,-0.000,-22.500,-15.000
529, 0.000,0.300,0.200,0.050,-0.000,-3.198,-2.132
530, 0.000,0.300,0.200,0.050,-0.000,-3.198,-2.132
531, 0.000,0.300,0.200,0.005,-0.000,-0.250,-0.167
532, 0.000,0.300,0.200,0.250,-0.000,-22.500,-15.000
533, 0.000,0.300,0.200,0.050,-0.000,-3.198,-2.132
534, 0.000,0.300,0.200,0.000,-0.000,-0.000,-0.000
535, 0.000,0.300,0.200,0.050,-0.000,-3.198,-2.132
536, 0.000,0.300,0.200,0.005,-0.000,-0.250,-0.167
537, 0.000,0.300,0.300,0.050,-0.000,-3.198,-3.198
538, 0.000,0.300,0.300,0.250,-0.000,-22.500,-22.500
539, 0.000,0.300,0.300,0.250,-0.000,-22.500,-22.500
540, 0.000,0.300,0.300,0.005,-0.000,-0.250,-0.250
541, 0.000,0.300,0.300,0.050,-0.000,-3.198,-3.198
542, 0.000,0.300,0.300,0.050,-0.000,-3.198,-3.198
543, 0.000,0.300,0.300,0.250,-0.000,-22.500,-22.500
544, 0.000,0.300,0.300,0.050,-0.000,-3.198,-3.198
545, 0.000,0.300,0.300,0.250,-0.000,-22.500,-22.500
546, 0.000,0.300,0.300,0.000,-0.000,-0.000,-0.000
547, 0.000,0.300,0.300,0.005,-0.000,-0.250,-0.250
548, 0.000,0.300,0.300,0.050,-0.000,-3.198,-3.198
549, 0.000,0.300,0.300,0.050,-0.000,-3.198,-3.198
550, 0.000,0.300,0.300,0.250,-0.000,-22.500,-22.500
551, 0.000,0.300,0.300,0.000,-0.000,-0.000,-0.000
552, 0.000,0.300,0.300,0.005,-0.000,-0.250,-0.250
553, 0.000,0.300,0.300,0.050,-0.000,-3.198,-3.198
554, 0.000,0.300,0.300,0.050,-0.000,-3.198,-3.198
555, 0.000,0.300,0.300,0.005,-0.000,-0.250,-0.250
556, 0.000,0.300,0.400,0.050,-0.000,-3.198,-4.264
557, 0.000,0.300,0.400,0.250,-0.000,-22.500,-30.000
558, 0.000,0.300,0.400,0.005,-0.000,-0.250,-0.333
559, 0.000,0.300,0.400,0.050,-0.000,-3.198,-4.264
560, 0.000,0.300,0.400,0.250,-0.000,-22.500,-30.000
561, 0.000,0.300,0.400,0.050,-0.000,-3.198,-4.264
562, 0.000,0.300,0.400,0.250,-0.000,-22.500,-30.000
563, 0.000,0.300,0.400,0.050,-0.000,-3.198,-4.264
564, 0.000,0.300,0.400,0.005,-0.000,-0.250,-0.333
565, 0.000,0.300,0.400,0.250,-0.000,-22.500,-30.000
566, 0.000,0.300,0.400,0.050,-0.000,-3.198,-4.264
567, 0.000,0.300,0.400,0.050,-0.000,-3.198,-4.264
568, 0.000,0.300,0.400,0.005,-0.000,-0.250,-0.333
569, 0.000,0.300,0.400,0.250,-0.000,-22.500,-30.000
570, 0.000,0.300,0.400,0.050,-0.000,-3.198,-4.264
571, 0.000,0.300,0.400,0.000,-0.000,-0.000,-0.000
572, 0.000,0.300,0.400,0.050,-0.000,-3.198,-4.264
573, 0.000,0.300,0.400,0.005,-0.000,-0.250,-0.333
574, 0.000,0.300,0.500,0.000,-0.000,-0.000,-0.000
575, 0.000,0.300,0.500,0.050,-0.000,-3.198,-5.330
576, 0.000,0.300,0.500,0.250,-0.000,-22.500,-37.500
577, 0.000,0.300,0.500,0.250,-0.000,-22.500,-37.500
578, 0.000,0.300,0.500,0.005,-0.000,-0.250,-0.417
579, 0.000,0.300,0.500,0.050,-0.000,-3.198,-5.330
580, 0.000,0.300,0.500,0.050,-0.000,-3.198,-5.330
581, 0.000,0.300,0.500,0.250,-0.000,-22.500,-37.500
582, 0.000,0.300,0.500,0.050,-0.000,-3.198,-5.330
583, 0.000,0.300,0.500,0.250,-0.000,-22.500,-37.500
584, 0.000,0.300,0.500,0.005,-0.000,-0.250,-0.417
585, 0.000,0.300,0.500,0.050,-0.000,-3.198,-5.330
586, 0.000,0.300,0.500,0.050,-0.000,-3.198,-5.330
587, 0.000,0.300,0.500,0.250,-0.000,-22.500,-37.500
588, 0.000,0.300,0.500,0.000,-0.000,-0.000,-0.000
589, 0.000,0.300,0.500,0.005,-0.000,-0.250,-0.417
590, 0.000,0.300,0.500,0.050,-0.000,-3.198,-5.330
591, 0.000,0.300,0.500,0.050,-0.000,-3.198,-5.330
592, 0.000,0.300,0.500,0.005,-0.000,-0.250,-0.417
593, 0.000,0.300,0.600,0.050,-0.000,-3.198,-6.396
594, 0.000,0.300,0.600,0.250,-0.000,-22.500,-45.000
595, 0.000,0.300,0.600,0.005,-0.000,-0.250,-0.500
596, 0.000,0.300,0.600,0.050,-0.000,-3.198,-6.396
597, 0.000,0.300,0.600,0.250,-0.000,-22.500,-45.000
598, 0.000,0.300,0.600,0.050,-0.000,-3.198,-6.396
599, 0.000,0.300,0.600,0.250,-0.000,-22.500,-45.000
600, 0.000,0.300,0.600,0.050,-0.000,-3.198,-6.396
601, 0.000,0.300,0.600,0.005,-0.000,-0.250,-0.500
602, 0.000,0.300,0.600,0.250,-0.000,-22.500,-45.000
603, 0.000,0.300,0.600,0.050,-0.000,-3.198,-6.396
604, 0.000,0.300,0.600,0.000,-0.000,-0.000,-0.000
605, 0.000,0.300,0.600,0.050,-0.000,-3.198,-6.396
606, 0.000,0.300,0.600,0.005,-0.000,-0.250,-0.500
607, 0.000,0.300,0.600,0.250,-0.000,-22.500,-45.000
608, 0.000,0.300,0.600,0.050,-0.000,-3.198,-6.396
609, 0.000,0.300,0.600,0.000,-0.000,-0.000,-0.000
610, 0.000,0.300,0.600,0.050,-0.000,-3.198,-6.396
611, 0.000,0.300,0.600,0.005,-0.000,-0.250,-0.500
612, 0.000,0.300,0.700,0.050,-0.000,-3.198,-7.462
613, 0.000,0.300,0.700,0.250,-0.000,-22.500,-52.500
614, 0.000,0.300,0.700,0.250,-0.000,-22.500,-52.500
615, 0.000,0.300,0.700,0.005,-0.000,-0.250,-0.583
616, 0.000,0.300,0.700,0.050,-0.000,-3.198,-7.462
617, 0.000,0.300,0.700,0.050,-0.000,-3.198,-7.462
618, 0.000,0.300,0.700,0.250,-0.000,-22.500,-52.500
619, 0.000,0.300,0.700,0.050,-0.000,-3.198,-7.462
620, 0.000,0.300,0.700,0.250,-0.000,-22.500,-52.500
621, 0.000,0.300,0.700,0.000,-0.000,-0.000,-0.000
622, 0.000,0.300,0.700,0.005,-0.000,-0.250,-0.583
623, 0.000,0.300,0.700,0.050,-0.000,-3.198,-7.462
624, 0.000,0.300,0.700,0.050,-0.000,-3.198,-7.462
625, 0.000,0.300,0.700,0.250,-0.000,-22.500,-52.500
626, 0.000,0.300,0.700,0.000,-0.000,-0.000,-0.000
627, 0.000,0.300,0.700,0.005,-0.000,-0.250,-0.583
628, 0.000,0.300,0.700,0.050,-0.000,-3.198,-7.462
629, 0.000,0.300,0.700,0.050,-0.000,-3.198,-7.462
630, 0.000,0.300,0.700,0.005,-0.000,-0.250,-0.583
631, 0.000,0.300,0.800,0.050,-0.000,-3.198,-8.528
632, 0.000,0.300,0.800,0.000,-0.000,-0.000,-0.000
633, 0.000,0.300,0.800,0.250,-0.000,-22.500,-60.000
634, 0.000,0.300,0.800,0.005,-0.000,-0.250,-0.666
635, 0.000,0.300,0.800,0.050,-0.000,-3.198,-8.528
636, 0.000,0.300,0.800,0.250,-0.000,-22.500,-60.000
637, 0.000,0.300,0.800,0.050,-0.000,-3.198,-8.528
638, 0.000,0.300,0.800,0.250,-0.000,-22.500,-60.000
639, 0.000,0.300,0.800,0.050,-0.000,-3.198,-8.528
640, 0.000,0.300,0.800,0.005,-0.000,-0.250,-0.666
641, 0.000,0.300,0.800,0.250,-0.000,-22.500,-60.000
642, 0.000,0.300,0.800,0.050,-0.000,-3.198,-8.528
643, 0.000,0.300,0.800,0.000,-0.000,-0.000,-0.000
644, 0.000,0.300,0.800,0.050,-0.000,-3.198,-8.528
645, 0.000,0.300,0.800,0.005,-0.000,-0.250,-0.666
646, 0.000,0.300,0.800,0.250,-0.000,-22.500,-60.000
647, 0.000,0.300,0.800,0.050,-0.000,-3.198,-8.528
648, 0.000,0.300,0.800,0.000,-0.000,-0.000,-0.000
649, 0.000,0.300,0.800,0.050,-0.000,-3.198,-8.528
650, 0.000,0.300,0.800,0.005,-0.000,-0.250,-0.666
651, 0.000,0.300,0.900,0.000,-0.000,-0.000,-0.000
652, 0.000,0.300,0.900,0.050,-0.000,-3.198,-9.594
653, 0.000,0.300,0.900,0.250,-0.000,-22.500,-67.500
654, 0.000,0.300,0.900,0.250,-0.000,-22.500,-67.500
655, 0.000,0.300,0.900,0.005,-0.000,-0.250,-0.750
656, 0.000,0.300,0.900,0.050,-0.000,-3.198,-9.594
657, 0.000,0.300,0.900,0.050,-0.000,-3.198,-9.594
658, 0.000,0.300,0.900,0.250,-0.000,-22.500,-67.500
659, 0.000,0.300,0.900,0.050,-0.000,-3.198,-9.594
660, 0.000,0.300,0.900,0.250,-0.000,-22.500,-67.500
661, 0.000,0.300,0.900,0.005,-0.000,-0.250,-0.750
662, 0.000,0.300,0.900,0.050,-0.000,-3.198,-9.594
663, 0.000,0.300,0.900,0.050,-0.000,-3.198,-9.594
664, 0.000,0.300,0.900,0.250,-0.000,-22.500,-67.500
665, 0.000,0.300,0.900,0.000,-0.000,-0.000,-0.000
666, 0.000,0.300,0.900,0.005,-0.000,-0.250,-0.750
667, 0.000,0.300,0.900,0.050,-0.000,-3.198,-9.594
668, 0.000,0.300,0.900,0.050,-0.000,-3.198,-9.594
669, 0.000,0.300,0.900,0.005,-0.000,-0.250,-0.750
670, 0.000,0.300,1.000,0.050,-0.000,-3.198,-10.660
671, 0.000,0.300,1.000,0.000,-0.000,-0.000,-0.000
672, 0.000,0.300,1.000,0.250,-0.000,-22.500,-75.000
673, 0.000,0.300,1.000,0.005,-0.000,-0.250,-0.833
674, 0.000,0.300,1.000,0.050,-0.000,-3.198,-10.660
675, 0.000,0.300,1.000,0.250,-0.000,-22.500,-75.000
676, 0.000,0.300,1.000,0.050,-0.000,-3.198,-10.660
677, 0.000,0.300,1.000,0.250,-0.000,-22.500,-75.000
678, 0.000,0.300,1.000,0.050,-0.000,-3.198,-10.660
679, 0.000,0.300,1.000,0.005,-0.000,-0.250,-0.833
680, 0.000,0.300,1.000,0.250,-0.000,-22.500,-75.000
681, 0.000,0.300,1.000,0.000,-0.000,-0.000,-0.000
682, 0.000,0.300,1.000,0.050,-0.000,-3.198,-10.660
683, 0.000,0.400,0.000,0.250,-0.000,-30.000,-0.000
684, 0.000,0.400,0.000,0.050,-0.000,-4.264,-0.000
685, 0.000,0.400,0.000,0.050,-0.000,-4.264,-0.000
686, 0.000,0.400,0.000,0.005,-0.000,-0.333,-0.000
687, 0.000,0.400,0.000,0.250,-0.000,-30.000,-0.000
688, 0.000,0.400,0.000,0.250,-0.000,-30.000,-0.000
689, 0.000,0.400,0.000,0.050,-0.000,-4.264,-0.000
690, 0.000,0.400,0.000,0.250,-0.000,-30.000,-0.000
691, 0.000,0.400,0.000,0.050,-0.000,-4.264,-0.000
692, 0.000,0.400,0.000,0.050,-0.000,-4.264,-0.000
693, 0.000,0.400,0.000,0.005,-0.000,-0.333,-0.000
694, 0.000,0.400,0.100,0.050,-0.000,-4.264,-1.066
695, 0.000,0.400,0.100,0.250,-0.000,-30.000,-7.500
696, 0.000,0.400,0.100,0.005,-0.000,-0.333,-0.083
697, 0.000,0.400,0.100,0.050,-0.000,-4.264,-1.066
698, 0.000,0.400,0.100,0.050,-0.000,-4.264,-1.066
699, 0.000,0.400,0.100,0.005,-0.000,-0.333,-0.083
700, 0.000,0.400,0.100,0.250,-0.000,-30.000,-7.500
701, 0.000,0.400,0.100,0.050,-0.000,-4.264,-1.066
702, 0.000,0.400,0.100,0.250,-0.000,-30.000,-7.500
703, 0.000,0.400,0.100,0.050,-0.000,-4.264,-1.066
704, 0.000,0.400,0.100,0.250,-0.000,-30.000,-7.500
705, 0.000,0.400,0.100,0.005,-0.000,-0.333,-0.083
706, 0.000,0.400,0.100,0.050,-0.000,-4.264,-1.066
707, 0.000,0.400,0.100,0.250,-0.000,-30.000,-7.500
708, 0.000,0.400,0.100,0.050,-0.000,-4.264,-1.066
709, 0.000,0.400,0.100,0.050,-0.000,-4.264,-1.066
710, 0.000,0.400,0.100,0.005,-0.000,-0.333,-0.083
711, 0.000,0.400,0.200,0.050,-0.000,-4.264,-2.132
712, 0.000,0.400,0.200,0.005,-0.000,-0.333,-0.167
713, 0.000,0.400,0.200,0.250,-0.000,-30.000,-15.000
714, 0.000,0.400,0.200,0.050,-0.000,-4.264,-2.132
715, 0.000,0.400,0.200,0.050,-0.000,-4.264,-2.132
716, 0.000,0.400,0.200,0.005,-0.000,-0.333,-0.167
717, 0.000,0.400,0.200,0.250,-0.000,-30.000,-15.000
718, 0.000,0.400,0.200,0.050,-0.000,-4.264,-2.132
719, 0.000,0.400,0.200,0.050,-0.000,-4.264,-2.132
720, 0.000,0.400,0.200,0.005,-0.000,-0.333,-0.167
721, 0.000,0.400,0.200,0.250,-0.000,-30.000,-15.000
722, 0.000,0.400,0.200,0.250,-0.000,-30.000,-15.000
723, 0.000,0.400,0.200,0.050,-0.000,-4.264,-2.132
724, 0.000,0.400,0.200,0.250,-0.000,-30.000,-15.000
725, 0.000,0.400,0.200,0.050,-0.000,-4.264,-2.132
726, 0.000,0.400,0.200,0.050,-0.000,-4.264,-2.132
727, 0.000,0.400,0.200,0.005,-0.000,-0.333,-0.167
728, 0.000,0.400,0.300,0.050,-0.000,-4.264,-3.198
729, 0.000,0.400,0.300,0.250,-0.000,-30.000,-22.500
730, 0.000,0.400,0.300,0.005,-0.000,-0.333,-0.250
731, 0.000,0.400,0.300,0.050,-0.000,-4.264,-3.198
732, 0.000,0.400,0.300,0.050,-0.000,-4.264,-3.198
733, 0.000,0.400,0.300,0.005,-0.000,-0.333,-0.250
734, 0.000,0.400,0.300,0.250,-0.000,-30.000,-22.500
735, 0.000,0.400,0.300,0.050,-0.000,-4.264,-3.198
736, 0.000,0.400,0.300,0.250,-0.000,-30.000,-22.500
737, 0.000,0.400,0.300,0.050,-0.000,-4.264,-3.198
738, 0.000,0.400,0.300,0.250,-0.000,-30.000,-22.500
739, 0.000,0.400,0.300,0.005,-0.000,-0.333,-0.250
740, 0.000,0.400,0.300,0.050,-0.000,-4.264,-3.198
741, 0.000,0.400,0.300,0.250,-0.000,-30.000,-22.500
742, 0.000,0.400,0.300,0.000,-0.000,-0.000,-0.000
743, 0.000,0.400,0.300,0.050,-0.000,-4.264,-3.198
744, 0.000,0.400,0.300,0.050,-0.000,-4.264,-3.198
745, 0.000,0.400,0.300,0.005,-0.000,-0.333,-0.250
746, 0.000,0.400,0.400,0.050,-0.000,-4.264,-4.264
747, 0.000,0.400,0.400,0.005,-0.000,-0.333,-0.333
748, 0.000,0.400,0.400,0.250,-0.000,-30.000,-30.000
749, 0.000,0.400,0.400,0.050,-0.000,-4.264,-4.264
750, 0.000,0.400,0.400,0.050,-0.000,-4.264,-4.264
751, 0.000,0.400,0.400,0.005,-0.000,-0.333,-0.333
752, 0.000,0.400,0.400,0.250,-0.000,-30.000,-30.000
753, 0.000,0.400,0.400,0.050,-0.000,-4.264,-4.264
754, 0.000,0.400,0.400,0.050,-0.000,-4.264,-4.264
755, 0.000,0.400,0.400,0.005,-0.000,-0.333,-0.333
756, 0.000,0.400,0.400,0.250,-0.000,-30.000,-30.000
757, 0.000,0.400,0.400,0.250,-0.000,-30.000,-30.000
758, 0.000,0.400,0.400,0.050,-0.000,-4.264,-4.264
759, 0.000,0.400,0.400,0.250,-0.000,-30.000,-30.000
760, 0.000,0.400,0.400,0.050,-0.000,-4.264,-4.264
761, 0.000,0.400,0.400,0.050,-0.000,-4.264,-4.264
762, 0.000,0.400,0.400,0.005,-0.000,-0.333,-0.333
763, 0.000,0.400,0.500,0.050,-0.000,-4.264,-5.330
764, 0.000,0.400,0.500,0.250,-0.000,-30.000,-37.500
765, 0.000,0.400,0.500,0.005,-0.000,-0.333,-0.417
766, 0.000,0.400,0.500,0.050,-0.000,-4.264,-5.330
767, 0.000,0.400,0.500,0.050,-0.000,-4.264,-5.330
768, 0.000,0.400,0.500,0.005,-0.000,-0.333,-0.417
769, 0.000,0.400,0.500,0.000,-0.000,-0.000,-0.000
770, 0.000,0.400,0.500,0.250,-0.000,-30.000,-37.500
771, 0.000,0.400,0.500,0.050,-0.000,-4.264,-5.330
772, 0.000,0.400,0.500,0.250,-0.000,-30.000,-37.500
773, 0.000,0.400,0.500,0.050,-0.000,-4.264,-5.330
774, 0.000,0.400,0.500,0.250,-0.000,-30.000,-37.500
775, 0.000,0.400,0.500,0.005,-0.000,-0.333,-0.417
776, 0.000,0.400,0.500,0.050,-0.000,-4.264,-5.330
777, 0.000,0.400,0.500,0.250,-0.000,-30.000,-37.500
778, 0.000,0.400,0.500,0.050,-0.000,-4.264,-5.330
779, 0.000,0.400,0.500,0.050,-0.000,-4.264,-5.330
780, 0.000,0.400,0.500,0.005,-0.000,-0.333,-0.417
781, 0.000,0.400,0.600,0.050,-0.000,-4.264,-6.396
782, 0.000,0.400,0.600,0.005,-0.000,-0.333,-0.500
783, 0.000,0.400,0.600,0.250,-0.000,-30.000,-45.000
784, 0.000,0.400,0.600,0.050,-0.000,-4.264,-6.396
785, 0.000,0.400,0.600,0.050,-0.000,-4.264,-6.396
786, 0.000,0.400,0.600,0.005,-0.000,-0.333,-0.500
787, 0.000,0.400,0.600,0.250,-0.000,-30.000,-45.000
788, 0.000,0.400,0.600,0.050,-0.000,-4.264,-6.396
789, 0.000,0.400,0.600,0.050,-0.000,-4.264,-6.396
790, 0.000,0.400,0.600,0.005,-0.000,-0.333,-0.500
791, 0.000,0.400,0.600,0.250,-0.000,-30.000,-45.000
792, 0.000,0.400,0.600,0.250,-0.000,-30.000,-45.000
793, 0.000,0.400,0.600,0.050,-0.000,-4.264,-6.396
794, 0.000,0.400,0.600,0.250,-0.000,-30.000,-45.000
795, 0.000,0.400,0.600,0.050,-0.000,-4.264,-6.396
796, 0.000,0.400,0.600,0.050,-0.000,-4.264,-6.396
797, 0.000,0.400,0.600,0.005,-0.000,-0.333,-0.500
798, 0.000,0.400,0.600,0.000,-0.000,-0.000,-0.000
799, 0.000,0.400,0.700,0.050,-0.000,-4.264,-7.462
800, 0.000,0.400,0.700,0.250,-0.000,-30.000,-52.500
801, 0.000,0.400,0.700,0.005,-0.000,-0.333,-0.583
802, 0.000,0.400,0.700,0.050,-0.000,-4.264,-7.462
803, 0.000,0.400,0.700,0.050,-0.000,-4.264,-7.462
804, 0.000,0.400,0.700,0.005,-0.000,-0.333,-0.583
805, 0.000,0.400,0.700,0.250,-0.000,-30.000,-52.500
806, 0.000,0.400,0.700,0.050,-0.000,-4.264,-7.462
807, 0.000,0.400,0.700,0.250,-0.000,-30.000,-52.500
808, 0.000,0.400,0.700,0.050,-0.000,-4.264,-7.462
809, 0.000,0.400,0.700,0.250,-0.000,-30.000,-52.500
810, 0.000,0.400,0.700,0.005,-0.000,-0.333,-0.583
811, 0.000,0.400,0.700,0.050,-0.000,-4.264,-7.462
812, 0.000,0.400,0.700,0.250,-0.000,-30.000,-52.500
813, 0.000,0.400,0.700,0.000,-0.000,-0.000,-0.000
814, 0.000,0.400,0.700,0.050,-0.000,-4.264,-7.462
815, 0.000,0.400,0.700,0.050,-0.000,-4.264,-7.462
