pair,x,y,z,w,dwdq1,dwdq2,dwdq3
19958, 0.600,1.000,1.000,0.050,-6.396,-10.660,-10.660
19959, 0.600,1.000,1.000,0.250,-45.000,-75.000,-75.000
19960, 0.600,1.000,1.000,0.050,-6.396,-10.660,-10.660
19961, 0.600,1.000,1.000,0.005,-0.500,-0.833,-0.833
19962, 0.600,1.000,1.000,0.000,-0.000,-0.000,-0.000
19963, 0.600,1.000,1.000,0.250,-45.000,-75.000,-75.000
19964, 0.600,1.000,1.000,0.050,-6.396,-10.660,-10.660
19965, 0.600,1.000,1.000,0.000,-0.000,-0.000,-0.000
19966, 0.600,1.000,1.000,0.250,-45.000,-75.000,-75.000
19967, 0.600,1.000,1.000,0.050,-6.396,-10.660,-10.660
19968, 0.600,1.000,1.000,0.250,-45.000,-75.000,-75.000
19969, 0.600,1.000,1.000,0.000,-0.000,-0.000,-0.000
19970, 0.700,0.000,0.000,0.250,-52.500,-0.000,-0.000
19971, 0.700,0.000,0.000,0.050,-7.462,-0.000,-0.000
19972, 0.700,0.000,0.000,0.050,-7.462,-0.000,-0.000
19973, 0.700,0.000,0.000,0.005,-0.583,-0.000,-0.000
19974, 0.700,0.000,0.000,0.250,-52.500,-0.000,-0.000
19975, 0.700,0.000,0.000,0.250,-52.500,-0.000,-0.000
19976, 0.700,0.000,0.000,0.050,-7.462,-0.000,-0.000
19977, 0.700,0.000,0.000,0.250,-52.500,-0.000,-0.000
19978, 0.700,0.000,0.000,0.050,-7.462,-0.000,-0.000
19979, 0.700,0.000,0.000,0.050,-7.462,-0.000,-0.000
19980, 0.700,0.000,0.000,0.005,-0.583,-0.000,-0.000
19981, 0.700,0.000,0.000,0.000,-0.000,-0.000,-0.000
19982, 0.700,0.000,0.100,0.050,-7.462,-0.000,-1.066
19983, 0.700,0.000,0.100,0.250,-52.500,-0.000,-7.500
19984, 0.700,0.000,0.100,0.005,-0.583,-0.000,-0.083
19985, 0.700,0.000,0.100,0.050,-7.462,-0.000,-1.066
19986, 0.700,0.000,0.100,0.250,-52.500,-0.000,-7.500
19987, 0.700,0.000,0.100,0.050,-7.462,-0.000,-1.066
19988, 0.700,0.000,0.100,0.250,-52.500,-0.000,-7.500
19989, 0.700,0.000,0.100,0.050,-7.462,-0.000,-1.066
19990, 0.700,0.000,0.100,0.005,-0.583,-0.000,-0.083
19991, 0.700,0.000,0.100,0.250,-52.500,-0.000,-7.500
19992, 0.700,0.000,0.100,0.050,-7.462,-0.000,-1.066
19993, 0.700,0.000,0.100,0.050,-7.462,-0.000,-1.066
19994, 0.700,0.000,0.100,0.250,-52.500,-0.000,-7.500
19995, 0.700,0.000,0.100,0.005,-0.583,-0.000,-0.083
19996, 0.700,0.000,0.100,0.050,-7.462,-0.000,-1.066
19997, 0.700,0.000,0.100,0.000,-0.000,-0.000,-0.000
19998, 0.700,0.000,0.100,0.050,-7.462,-0.000,-1.066
19999, 0.700,0.000,0.100,0.005,-0.583,-0.000,-0.083
20000, 0.700,0.000,0.200,0.050,-7.462,-0.000,-2.132
20001, 0.700,0.000,0.200,0.005,-0.583,-0.000,-0.167
20002, 0.700,0.000,0.200,0.250,-52.500,-0.000,-15.000
20003, 0.700,0.000,0.200,0.050,-7.462,-0.000,-2.132
20004, 0.700,0.000,0.200,0.250,-52.500,-0.000,-15.000
20005, 0.700,0.000,0.200,0.050,-7.462,-0.000,-2.132
20006, 0.700,0.000,0.200,0.050,-7.462,-0.000,-2.132
20007, 0.700,0.000,0.200,0.005,-0.583,-0.000,-0.167
20008, 0.700,0.000,0.200,0.250,-52.500,-0.000,-15.000
20009, 0.700,0.000,0.200,0.250,-52.500,-0.000,-15.000
20010, 0.700,0.000,0.200,0.050,-7.462,-0.000,-2.132
20011, 0.700,0.000,0.200,0.050,-7.462,-0.000,-2.132
20012, 0.700,0.000,0.200,0.005,-0.583,-0.000,-0.167
20013, 0.700,0.000,0.200,0.250,-52.500,-0.000,-15.000
20014, 0.700,0.000,0.200,0.050,-7.462,-0.000,-2.132
20015, 0.700,0.000,0.200,0.050,-7.462,-0.000,-2.132
20016, 0.700,0.000,0.200,0.005,-0.583,-0.000,-0.167
20017, 0.700,0.000,0.200,0.000,-0.000,-0.000,-0.000
20018, 0.700,0.000,0.300,0.050,-7.462,-0.000,-3.198
20019, 0.700,0.000,0.300,0.250,-52.500,-0.000,-22.500
20020, 0.700,0.000,0.300,0.005,-0.583,-0.000,-0.250
20021, 0.700,0.000,0.300,0.050,-7.462,-0.000,-3.198
20022, 0.700,0.000,0.300,0.250,-52.500,-0.000,-22.500
20023, 0.700,0.000,0.300,0.050,-7.462,-0.000,-3.198
20024, 0.700,0.000,0.300,0.250,-52.500,-0.000,-22.500
20025, 0.700,0.000,0.300,0.050,-7.462,-0.000,-3.198
20026, 0.700,0.000,0.300,0.005,-0.583,-0.000,-0.250
20027, 0.700,0.000,0.300,0.250,-52.500,-0.000,-22.500
20028, 0.700,0.000,0.300,0.000,-0.000,-0.000,-0.000
20029, 0.700,0.000,0.300,0.050,-7.462,-0.000,-3.198
20030, 0.700,0.000,0.300,0.050,-7.462,-0.000,-3.198
20031, 0.700,0.000,0.300,0.250,-52.500,-0.000,-22.500
20032, 0.700,0.000,0.300,0.005,-0.583,-0.000,-0.250
20033, 0.700,0.000,0.300,0.050,-7.462,-0.000,-3.198
20034, 0.700,0.000,0.300,0.000,-0.000,-0.000,-0.000
20035, 0.700,0.000,0.300,0.050,-7.462,-0.000,-3.198
20036, 0.700,0.000,0.300,0.005,-0.583,-0.000,-0.250
20037, 0.700,0.000,0.400,0.050,-7.462,-0.000,-4.264
20038, 0.700,0.000,0.400,0.005,-0.583,-0.000,-0.333
20039, 0.700,0.000,0.400,0.250,-52.500,-0.000,-30.000
20040, 0.700,0.000,0.400,0.050,-7.462,-0.000,-4.264
20041, 0.700,0.000,0.400,0.250,-52.500,-0.000,-30.000
20042, 0.700,0.000,0.400,0.050,-7.462,-0.000,-4.264
20043, 0.700,0.000,0.400,0.050,-7.462,-0.000,-4.264
20044, 0.700,0.000,0.400,0.005,-0.583,-0.000,-0.333
20045, 0.700,0.000,0.400,0.250,-52.500,-0.000,-30.000
20046, 0.700,0.000,0.400,0.250,-52.500,-0.000,-30.000
20047, 0.700,0.000,0.400,0.050,-7.462,-0.000,-4.264
20048, 0.700,0.000,0.400,0.050,-7.462,-0.000,-4.264
20049, 0.700,0.000,0.400,0.005,-0.583,-0.000,-0.333
20050, 0.700,0.000,0.400,0.250,-52.500,-0.000,-30.000
20051, 0.700,0.000,0.400,0.050,-7.462,-0.000,-4.264
20052, 0.700,0.000,0.400,0.050,-7.462,-0.000,-4.264
20053, 0.700,0.000,0.400,0.005,-0.583,-0.000,-0.333
20054, 0.700,0.000,0.400,0.000,-0.000,-0.000,-0.000
20055, 0.700,0.000,0.500,0.000,-0.000,-0.000,-0.000
20056, 0.700,0.000,0.500,0.050,-7.462,-0.000,-5.330
20057, 0.700,0.000,0.500,0.250,-52.500,-0.000,-37.500
20058, 0.700,0.000,0.500,0.005,-0.583,-0.000,-0.417
20059, 0.700,0.000,0.500,0.050,-7.462,-0.000,-5.330
20060, 0.700,0.000,0.500,0.250,-52.500,-0.000,-37.500
20061, 0.700,0.000,0.500,0.050,-7.462,-0.000,-5.330
20062, 0.700,0.000,0.500,0.250,-52.500,-0.000,-37.500
20063, 0.700,0.000,0.500,0.050,-7.462,-0.000,-5.330
20064, 0.700,0.000,0.500,0.005,-0.583,-0.000,-0.417
20065, 0.700,0.000,0.500,0.250,-52.500,-0.000,-37.500
20066, 0.700,0.000,0.500,0.050,-7.462,-0.000,-5.330
20067, 0.700,0.000,0.500,0.050,-7.462,-0.000,-5.330
20068, 0.700,0.000,0.500,0.250,-52.500,-0.000,-37.500
20069, 0.700,0.000,0.500,0.005,-0.583,-0.000,-0.417
20070, 0.700,0.000,0.500,0.050,-7.462,-0.000,-5.330
20071, 0.700,0.000,0.500,0.000,-0.000,-0.000,-0.000
20072, 0.700,0.000,0.500,0.050,-7.462,-0.000,-5.330
20073, 0.700,0.000,0.500,0.005,-0.583,-0.000,-0.417
20074, 0.700,0.000,0.600,0.050,-7.462,-0.000,-6.396
20075, 0.700,0.000,0.600,0.005,-0.583,-0.000,-0.500
20076, 0.700,0.000,0.600,0.250,-52.500,-0.000,-45.000
20077, 0.700,0.000,0.600,0.050,-7.462,-0.000,-6.396
20078, 0.700,0.000,0.600,0.250,-52.500,-0.000,-45.000
20079, 0.700,0.000,0.600,0.050,-7.462,-0.000,-6.396
20080, 0.700,0.000,0.600,0.050,-7.462,-0.000,-6.396
20081, 0.700,0.000,0.600,0.005,-0.583,-0.000,-0.500
20082, 0.700,0.000,0.600,0.250,-52.500,-0.000,-45.000
20083, 0.700,0.000,0.600,0.250,-52.500,-0.000,-45.000
20084, 0.700,0.000,0.600,0.050,-7.462,-0.000,-6.396
20085, 0.700,0.000,0.600,0.000,-0.000,-0.000,-0.000
20086, 0.700,0.000,0.600,0.050,-7.462,-0.000,-6.396
20087, 0.700,0.000,0.600,0.005,-0.583,-0.000,-0.500
20088, 0.700,0.000,0.600,0.250,-52.500,-0.000,-45.000
20089, 0.700,0.000,0.600,0.050,-7.462,-0.000,-6.396
20090, 0.700,0.000,0.600,0.050,-7.462,-0.000,-6.396
20091, 0.700,0.000,0.600,0.005,-0.583,-0.000,-0.500
20092, 0.700,0.000,0.600,0.000,-0.000,-0.000,-0.000
20093, 0.700,0.000,0.700,0.050,-7.462,-0.000,-7.462
20094, 0.700,0.000,0.700,0.250,-52.500,-0.000,-52.500
20095, 0.700,0.000,0.700,0.005,-0.583,-0.000,-0.583
20096, 0.700,0.000,0.700,0.050,-7.462,-0.000,-7.462
20097, 0.700,0.000,0.700,0.250,-52.500,-0.000,-52.500
20098, 0.700,0.000,0.700,0.050,-7.462,-0.000,-7.462
20099, 0.700,0.000,0.700,0.250,-52.500,-0.000,-52.500
20100, 0.700,0.000,0.700,0.050,-7.462,-0.000,-7.462
20101, 0.700,0.000,0.700,0.005,-0.583,-0.000,-0.583
20102, 0.700,0.000,0.700,0.250,-52.500,-0.000,-52.500
20103, 0.700,0.000,0.700,0.000,-0.000,-0.000,-0.000
20104, 0.700,0.000,0.700,0.050,-7.462,-0.000,-7.462
20105, 0.700,0.000,0.700,0.050,-7.462,-0.000,-7.462
20106, 0.700,0.000,0.700,0.250,-52.500,-0.000,-52.500
20107, 0.700,0.000,0.700,0.005,-0.583,-0.000,-0.583
20108, 0.700,0.000,0.700,0.050,-7.462,-0.000,-7.462
20109, 0.700,0.000,0.700,0.000,-0.000,-0.000,-0.000
20110, 0.700,0.000,0.700,0.050,-7.462,-0.000,-7.462
20111, 0.700,0.000,0.700,0.005,-0.583,-0.000,-0.583
20112, 0.700,0.000,0.800,0.050,-7.462,-0.000,-8.528
20113, 0.700,0.000,0.800,0.005,-0.583,-0.000,-0.666
20114, 0.700,0.000,0.800,0.000,-0.000,-0.000,-0.000
20115, 0.700,0.000,0.800,0.250,-52.500,-0.000,-60.000
20116, 0.700,0.000,0.800,0.050,-7.462,-0.000,-8.528
20117, 0.700,0.000,0.800,0.250,-52.500,-0.000,-60.000
20118, 0.700,0.000,0.800,0.050,-7.462,-0.000,-8.528
20119, 0.700,0.000,0.800,0.050,-7.462,-0.000,-8.528
20120, 0.700,0.000,0.800,0.005,-0.583,-0.000,-0.666
20121, 0.700,0.000,0.800,0.250,-52.500,-0.000,-60.000
20122, 0.700,0.000,0.800,0.250,-52.500,-0.000,-60.000
20123, 0.700,0.000,0.800,0.050,-7.462,-0.000,-8.528
20124, 0.700,0.000,0.800,0.000,-0.000,-0.000,-0.000
20125, 0.700,0.000,0.800,0.050,-7.462,-0.000,-8.528
20126, 0.700,0.000,0.800,0.005,-0.583,-0.000,-0.666
20127, 0.700,0.000,0.800,0.250,-52.500,-0.000,-60.000
20128, 0.700,0.000,0.800,0.050,-7.462,-0.000,-8.528
20129, 0.700,0.000,0.800,0.050,-7.462,-0.000,-8.528
20130, 0.700,0.000,0.800,0.005,-0.583,-0.000,-0.666
20131, 0.700,0.000,0.800,0.000,-0.000,-0.000,-0.000
20132, 0.700,0.000,0.900,0.000,-0.000,-0.000,-0.000
20133, 0.700,0.000,0.900,0.050,-7.462,-0.000,-9.594
20134, 0.700,0.000,0.900,0.250,-52.500,-0.000,-67.500
20135, 0.700,0.000,0.900,0.005,-0.583,-0.000,-0.750
20136, 0.700,0.000,0.900,0.050,-7.462,-0.000,-9.594
20137, 0.700,0.000,0.900,0.250,-52.500,-0.000,-67.500
20138, 0.700,0.000,0.900,0.050,-7.462,-0.000,-9.594
20139, 0.700,0.000,0.900,0.250,-52.500,-0.000,-67.500
20140, 0.700,0.000,0.900,0.050,-7.462,-0.000,-9.594
20141, 0.700,0.000,0.900,0.005,-0.583,-0.000,-0.750
20142, 0.700,0.000,0.900,0.250,-52.500,-0.000,-67.500
20143, 0.700,0.000,0.900,0.050,-7.462,-0.000,-9.594
20144, 0.700,0.000,0.900,0.050,-7.462,-0.000,-9.594
20145, 0.700,0.000,0.900,0.250,-52.500,-0.000,-67.500
20146, 0.700,0.000,0.900,0.005,-0.583,-0.000,-0.750
20147, 0.700,0.000,0.900,0.050,-7.462,-0.000,-9.594
20148, 0.700,0.000,0.900,0.000,-0.000,-0.000,-0.000
20149, 0.700,0.000,0.900,0.050,-7.462,-0.000,-9.594
20150, 0.700,0.000,0.900,0.005,-0.583,-0.000,-0.750
20151, 0.700,0.000,1.000,0.050,-7.462,-0.000,-10.660
20152, 0.700,0.000,1.000,0.005,-0.583,-0.000,-0.833
20153, 0.700,0.000,1.000,0.000,-0.000,-0.000,-0.000
20154, 0.700,0.000,1.000,0.250,-52.500,-0.000,-75.000
20155, 0.700,0.000,1.000,0.050,-7.462,-0.000,-10.660
20156, 0.700,0.000,1.000,0.250,-52.500,-0.000,-75.000
20157, 0.700,0.000,1.000,0.050,-7.462,-0.000,-10.660
20158, 0.700,0.000,1.000,0.250,-52.500,-0.000,-75.000
20159, 0.700,0.000,1.000,0.050,-7.462,-0.000,-10.660
20160, 0.700,0.000,1.000,0.005,-0.583,-0.000,-0.833
20161, 0.700,0.000,1.000,0.250,-52.500,-0.000,-75.000
20162, 0.700,0.000,1.000,0.050,-7.462,-0.000,-10.660
20163, 0.700,0.000,1.000,0.000,-0.000,-0.000,-0.000
20164, 0.700,0.100,0.000,0.050,-7.462,-1.066,-0.000
20165, 0.700,0.100,0.000,0.005,-0.583,-0.083,-0.000
20166, 0.700,0.100,0.000,0.250,-52.500,-7.500,-0.000
20167, 0.700,0.100,0.000,0.050,-7.462,-1.066,-0.000
20168, 0.700,0.100,0.000,0.250,-52.500,-7.500,-0.000
20169, 0.700,0.100,0.000,0.050,-7.462,-1.066,-0.000
20170, 0.700,0.100,0.000,0.250,-52.500,-7.500,-0.000
20171, 0.700,0.100,0.000,0.050,-7.462,-1.066,-0.000
20172, 0.700,0.100,0.000,0.005,-0.583,-0.083,-0.000
20173, 0.700,0.100,0.000,0.250,-52.500,-7.500,-0.000
20174, 0.700,0.100,0.000,0.050,-7.462,-1.066,-0.000
20175, 0.700,0.100,0.000,0.050,-7.462,-1.066,-0.000
20176, 0.700,0.100,0.000,0.005,-0.583,-0.083,-0.000
20177, 0.700,0.100,0.000,0.250,-52.500,-7.500,-0.000
20178, 0.700,0.100,0.000,0.050,-7.462,-1.066,-0.000
20179, 0.700,0.100,0.000,0.000,-0.000,-0.000,-0.000
20180, 0.700,0.100,0.000,0.050,-7.462,-1.066,-0.000
20181, 0.700,0.100,0.000,0.005,-0.583,-0.083,-0.000
20182, 0.700,0.100,0.100,0.005,-0.583,-0.083,-0.083
20183, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20184, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20185, 0.700,0.100,0.100,0.250,-52.500,-7.500,-7.500
20186, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20187, 0.700,0.100,0.100,0.250,-52.500,-7.500,-7.500
20188, 0.700,0.100,0.100,0.250,-52.500,-7.500,-7.500
20189, 0.700,0.100,0.100,0.005,-0.583,-0.083,-0.083
20190, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20191, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20192, 0.700,0.100,0.100,0.250,-52.500,-7.500,-7.500
20193, 0.700,0.100,0.100,0.005,-0.583,-0.083,-0.083
20194, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20195, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20196, 0.700,0.100,0.100,0.250,-52.500,-7.500,-7.500
20197, 0.700,0.100,0.100,0.005,-0.583,-0.083,-0.083
20198, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20199, 0.700,0.100,0.100,0.005,-0.583,-0.083,-0.083
20200, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20201, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20202, 0.700,0.100,0.100,0.250,-52.500,-7.500,-7.500
20203, 0.700,0.100,0.100,0.000,-0.000,-0.000,-0.000
20204, 0.700,0.100,0.100,0.005,-0.583,-0.083,-0.083
20205, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20206, 0.700,0.100,0.100,0.005,-0.583,-0.083,-0.083
20207, 0.700,0.100,0.100,0.050,-7.462,-1.066,-1.066
20208, 0.700,0.100,0.100,0.005,-0.583,-0.083,-0.083
20209, 0.700,0.100,0.200,0.005,-0.583,-0.083,-0.167
20210, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20211, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20212, 0.700,0.100,0.200,0.250,-52.500,-7.500,-15.000
20213, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20214, 0.700,0.100,0.200,0.005,-0.583,-0.083,-0.167
20215, 0.700,0.100,0.200,0.250,-52.500,-7.500,-15.000
20216, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20217, 0.700,0.100,0.200,0.250,-52.500,-7.500,-15.000
20218, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20219, 0.700,0.100,0.200,0.250,-52.500,-7.500,-15.000
20220, 0.700,0.100,0.200,0.005,-0.583,-0.083,-0.167
20221, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20222, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20223, 0.700,0.100,0.200,0.005,-0.583,-0.083,-0.167
20224, 0.700,0.100,0.200,0.250,-52.500,-7.500,-15.000
20225, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20226, 0.700,0.100,0.200,0.005,-0.583,-0.083,-0.167
20227, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20228, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20229, 0.700,0.100,0.200,0.005,-0.583,-0.083,-0.167
20230, 0.700,0.100,0.200,0.250,-52.500,-7.500,-15.000
20231, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20232, 0.700,0.100,0.200,0.000,-0.000,-0.000,-0.000
20233, 0.700,0.100,0.200,0.005,-0.583,-0.083,-0.167
20234, 0.700,0.100,0.200,0.050,-7.462,-1.066,-2.132
20235, 0.700,0.100,0.200,0.005,-0.583,-0.083,-0.167
20236, 0.700,0.100,0.300,0.005,-0.583,-0.083,-0.250
20237, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20238, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20239, 0.700,0.100,0.300,0.250,-52.500,-7.500,-22.500
20240, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20241, 0.700,0.100,0.300,0.250,-52.500,-7.500,-22.500
20242, 0.700,0.100,0.300,0.250,-52.500,-7.500,-22.500
20243, 0.700,0.100,0.300,0.005,-0.583,-0.083,-0.250
20244, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20245, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20246, 0.700,0.100,0.300,0.250,-52.500,-7.500,-22.500
20247, 0.700,0.100,0.300,0.000,-0.000,-0.000,-0.000
20248, 0.700,0.100,0.300,0.005,-0.583,-0.083,-0.250
20249, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20250, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20251, 0.700,0.100,0.300,0.250,-52.500,-7.500,-22.500
20252, 0.700,0.100,0.300,0.005,-0.583,-0.083,-0.250
20253, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20254, 0.700,0.100,0.300,0.005,-0.583,-0.083,-0.250
20255, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20256, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20257, 0.700,0.100,0.300,0.250,-52.500,-7.500,-22.500
20258, 0.700,0.100,0.300,0.000,-0.000,-0.000,-0.000
20259, 0.700,0.100,0.300,0.005,-0.583,-0.083,-0.250
20260, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20261, 0.700,0.100,0.300,0.005,-0.583,-0.083,-0.250
20262, 0.700,0.100,0.300,0.050,-7.462,-1.066,-3.198
20263, 0.700,0.100,0.300,0.005,-0.583,-0.083,-0.250
20264, 0.700,0.100,0.400,0.005,-0.583,-0.083,-0.333
20265, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20266, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20267, 0.700,0.100,0.400,0.250,-52.500,-7.500,-30.000
20268, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20269, 0.700,0.100,0.400,0.005,-0.583,-0.083,-0.333
20270, 0.700,0.100,0.400,0.250,-52.500,-7.500,-30.000
20271, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20272, 0.700,0.100,0.400,0.250,-52.500,-7.500,-30.000
20273, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20274, 0.700,0.100,0.400,0.250,-52.500,-7.500,-30.000
20275, 0.700,0.100,0.400,0.005,-0.583,-0.083,-0.333
20276, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20277, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20278, 0.700,0.100,0.400,0.005,-0.583,-0.083,-0.333
20279, 0.700,0.100,0.400,0.250,-52.500,-7.500,-30.000
20280, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20281, 0.700,0.100,0.400,0.005,-0.583,-0.083,-0.333
20282, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20283, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20284, 0.700,0.100,0.400,0.005,-0.583,-0.083,-0.333
20285, 0.700,0.100,0.400,0.250,-52.500,-7.500,-30.000
20286, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20287, 0.700,0.100,0.400,0.000,-0.000,-0.000,-0.000
20288, 0.700,0.100,0.400,0.005,-0.583,-0.083,-0.333
20289, 0.700,0.100,0.400,0.050,-7.462,-1.066,-4.264
20290, 0.700,0.100,0.400,0.005,-0.583,-0.083,-0.333
20291, 0.700,0.100,0.500,0.000,-0.000,-0.000,-0.000
20292, 0.700,0.100,0.500,0.005,-0.583,-0.083,-0.417
20293, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20294, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20295, 0.700,0.100,0.500,0.250,-52.500,-7.500,-37.500
20296, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20297, 0.700,0.100,0.500,0.250,-52.500,-7.500,-37.500
20298, 0.700,0.100,0.500,0.250,-52.500,-7.500,-37.500
20299, 0.700,0.100,0.500,0.005,-0.583,-0.083,-0.417
20300, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20301, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20302, 0.700,0.100,0.500,0.250,-52.500,-7.500,-37.500
20303, 0.700,0.100,0.500,0.005,-0.583,-0.083,-0.417
20304, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20305, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20306, 0.700,0.100,0.500,0.250,-52.500,-7.500,-37.500
20307, 0.700,0.100,0.500,0.005,-0.583,-0.083,-0.417
20308, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20309, 0.700,0.100,0.500,0.005,-0.583,-0.083,-0.417
20310, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20311, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20312, 0.700,0.100,0.500,0.250,-52.500,-7.500,-37.500
20313, 0.700,0.100,0.500,0.000,-0.000,-0.000,-0.000
20314, 0.700,0.100,0.500,0.005,-0.583,-0.083,-0.417
20315, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20316, 0.700,0.100,0.500,0.005,-0.583,-0.083,-0.417
20317, 0.700,0.100,0.500,0.050,-7.462,-1.066,-5.330
20318, 0.700,0.100,0.500,0.005,-0.583,-0.083,-0.417
20319, 0.700,0.100,0.600,0.005,-0.583,-0.083,-0.500
20320, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20321, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20322, 0.700,0.100,0.600,0.250,-52.500,-7.500,-45.000
20323, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20324, 0.700,0.100,0.600,0.005,-0.583,-0.083,-0.500
20325, 0.700,0.100,0.600,0.250,-52.500,-7.500,-45.000
20326, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20327, 0.700,0.100,0.600,0.250,-52.500,-7.500,-45.000
20328, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20329, 0.700,0.100,0.600,0.250,-52.500,-7.500,-45.000
20330, 0.700,0.100,0.600,0.000,-0.000,-0.000,-0.000
20331, 0.700,0.100,0.600,0.005,-0.583,-0.083,-0.500
20332, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20333, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20334, 0.700,0.100,0.600,0.005,-0.583,-0.083,-0.500
20335, 0.700,0.100,0.600,0.250,-52.500,-7.500,-45.000
20336, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20337, 0.700,0.100,0.600,0.005,-0.583,-0.083,-0.500
20338, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20339, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20340, 0.700,0.100,0.600,0.005,-0.583,-0.083,-0.500
20341, 0.700,0.100,0.600,0.250,-52.500,-7.500,-45.000
20342, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20343, 0.700,0.100,0.600,0.000,-0.000,-0.000,-0.000
20344, 0.700,0.100,0.600,0.005,-0.583,-0.083,-0.500
20345, 0.700,0.100,0.600,0.050,-7.462,-1.066,-6.396
20346, 0.700,0.100,0.600,0.005,-0.583,-0.083,-0.500
20347, 0.700,0.100,0.700,0.005,-0.583,-0.083,-0.583
20348, 0.700,0.100,0.700,0.050,-7.462,-1.066,-7.462
20349, 0.700,0.100,0.700,0.050,-7.462,-1.066,-7.462
20350, 0.700,0.100,0.700,0.250,-52.500,-7.500,-52.500
20351, 0.700,0.100,0.700,0.050,-7.462,-1.066,-7.462
20352, 0.700,0.100,0.700,0.250,-52.500,-7.500,-52.500
20353, 0.700,0.100,0.700,0.250,-52.500,-7.500,-52.500
20354, 0.700,0.100,0.700,0.005,-0.583,-0.083,-0.583
20355, 0.700,0.100,0.700,0.050,-7.462,-1.066,-7.462
20356, 0.700,0.100,0.700,0.050,-7.462,-1.066,-7.462
